source	sample	population	superpopulation
1000g	NA07014	CEU	EUR
1000g	HG04176	BEB	SAS
1000g	NA07019	CEU	EUR
1000g	HG04183	BEB	SAS
1000g	HG04090	ITU	SAS
1000g	HG04188	BEB	SAS
1000g	HG04115	STU	SAS
1000g	HG04001	ITU	SAS
1000g	HG04122	STU	SAS
1000g	HG04006	STU	SAS
1000g	HG04127	STU	SAS
1000g	HG04018	ITU	SAS
1000g	HG04134	BEB	SAS
1000g	HG04020	ITU	SAS
1000g	NA07045	CEU	EUR
1000g	HG04025	ITU	SAS
1000g	NA07348	CEU	EUR
1000g	HG04140	BEB	SAS
1000g	NA10839	CEU	EUR
1000g	HG04152	BEB	SAS
1000g	NA10846	CEU	EUR
1000g	HG04157	BEB	SAS
1000g	HG04141	BEB	SAS
1000g	HG03940	BEB	SAS
1000g	HG04146	BEB	SAS
1000g	HG03945	STU	SAS
1000g	HG04153	BEB	SAS
1000g	NA18534	CHB	EAS
1000g	HG04158	BEB	SAS
1000g	NA18539	CHB	EAS
1000g	HG04160	BEB	SAS
1000g	NA18541	CHB	EAS
1000g	HG04204	STU	SAS
1000g	NA18546	CHB	EAS
1000g	HG04209	ITU	SAS
1000g	NA18553	CHB	EAS
1000g	HG04211	ITU	SAS
1000g	NA18558	CHB	EAS
1000g	HG04216	ITU	SAS
1000g	NA18560	CHB	EAS
1000g	HG04177	BEB	SAS
1000g	NA18565	CHB	EAS
1000g	HG04184	BEB	SAS
1000g	NA18572	CHB	EAS
1000g	HG04189	BEB	SAS
1000g	NA18577	CHB	EAS
1000g	HG04191	BEB	SAS
1000g	NA18591	CHB	EAS
1000g	HG03965	ITU	SAS
1000g	NA18596	CHB	EAS
1000g	NA18609	CHB	EAS
1000g	HG03977	ITU	SAS
1000g	NA18611	CHB	EAS
1000g	HG03989	STU	SAS
1000g	NA18616	CHB	EAS
1000g	HG03991	STU	SAS
1000g	NA18623	CHB	EAS
1000g	HG04038	STU	SAS
1000g	NA18628	CHB	EAS
1000g	NA18630	CHB	EAS
1000g	HG04076	ITU	SAS
1000g	NA18635	CHB	EAS
1000g	HG04002	ITU	SAS
1000g	NA18642	CHB	EAS
1000g	HG04014	ITU	SAS
1000g	NA18647	CHB	EAS
1000g	HG04019	ITU	SAS
1000g	NA10852	CEU	EUR
1000g	HG04026	ITU	SAS
1000g	NA10857	CEU	EUR
1000g	HG04033	STU	SAS
1000g	NA10864	CEU	EUR
1000g	NA12878	CEU	EUR
1000g	NA11829	CEU	EUR
1000g	NA12892	CEU	EUR
1000g	NA11831	CEU	EUR
1000g	NA18484	YRI	AFR
1000g	NA11843	CEU	EUR
1000g	NA18489	YRI	AFR
1000g	NA11881	CEU	EUR
1000g	NA18504	YRI	AFR
1000g	NA11893	CEU	EUR
1000g	NA11918	CEU	EUR
1000g	NA18511	YRI	AFR
1000g	NA11920	CEU	EUR
1000g	NA18516	YRI	AFR
1000g	NA11932	CEU	EUR
1000g	NA18523	YRI	AFR
1000g	NA11994	CEU	EUR
1000g	NA18528	CHB	EAS
1000g	NA12005	CEU	EUR
1000g	NA18530	CHB	EAS
1000g	NA12877	CEU	EUR
1000g	NA18535	CHB	EAS
1000g	NA12889	CEU	EUR
1000g	NA18542	CHB	EAS
1000g	NA12891	CEU	EUR
1000g	NA18547	CHB	EAS
1000g	NA18488	YRI	AFR
1000g	NA18559	CHB	EAS
1000g	NA18503	YRI	AFR
1000g	NA18561	CHB	EAS
1000g	NA18508	YRI	AFR
1000g	NA18566	CHB	EAS
1000g	NA18510	YRI	AFR
1000g	NA18573	CHB	EAS
1000g	NA18515	YRI	AFR
1000g	NA18592	CHB	EAS
1000g	NA18522	YRI	AFR
1000g	NA18597	CHB	EAS
1000g	NA18605	CHB	EAS
1000g	NA12707	CEU	EUR
1000g	NA18612	CHB	EAS
1000g	NA12740	CEU	EUR
1000g	NA18617	CHB	EAS
1000g	NA12752	CEU	EUR
1000g	NA18624	CHB	EAS
1000g	NA12776	CEU	EUR
1000g	NA18629	CHB	EAS
1000g	NA12815	CEU	EUR
1000g	NA18631	CHB	EAS
1000g	NA12827	CEU	EUR
1000g	NA18636	CHB	EAS
1000g	NA12865	CEU	EUR
1000g	NA18643	CHB	EAS
1000g	NA12872	CEU	EUR
1000g	NA18648	CHB	EAS
1000g	NA12043	CEU	EUR
1000g	NA18908	YRI	AFR
1000g	NA12144	CEU	EUR
1000g	NA18910	YRI	AFR
1000g	NA12156	CEU	EUR
1000g	NA18915	YRI	AFR
1000g	NA12264	CEU	EUR
1000g	NA18934	YRI	AFR
1000g	NA12283	CEU	EUR
1000g	NA18939	JPT	EAS
1000g	NA12341	CEU	EUR
1000g	NA18941	JPT	EAS
1000g	NA12485	CEU	EUR
1000g	NA18946	JPT	EAS
1000g	NA07037	CEU	EUR
1000g	NA18953	JPT	EAS
1000g	NA07051	CEU	EUR
1000g	NA18960	JPT	EAS
1000g	NA07056	CEU	EUR
1000g	NA18965	JPT	EAS
1000g	NA07347	CEU	EUR
1000g	NA10838	CEU	EUR
1000g	NA10860	CEU	EUR
1000g	NA10840	CEU	EUR
1000g	NA10865	CEU	EUR
1000g	NA10845	CEU	EUR
1000g	NA11832	CEU	EUR
1000g	NA18748	CHB	EAS
1000g	NA11882	CEU	EUR
1000g	NA18856	YRI	AFR
1000g	NA11894	CEU	EUR
1000g	NA18863	YRI	AFR
1000g	NA11919	CEU	EUR
1000g	NA18868	YRI	AFR
1000g	NA11933	CEU	EUR
1000g	NA18870	YRI	AFR
1000g	NA11995	CEU	EUR
1000g	NA18875	YRI	AFR
1000g	NA12006	CEU	EUR
1000g	HG04222	ITU	SAS
1000g	NA12044	CEU	EUR
1000g	HG04227	STU	SAS
1000g	NA12056	CEU	EUR
1000g	HG04239	ITU	SAS
1000g	NA12145	CEU	EUR
1000g	NA06995	CEU	EUR
1000g	NA12234	CEU	EUR
1000g	HG04195	BEB	SAS
1000g	NA12239	CEU	EUR
1000g	NA12272	CEU	EUR
1000g	HG04210	STU	SAS
1000g	NA12335	CEU	EUR
1000g	HG04215	STU	SAS
1000g	NA12342	CEU	EUR
1000g	NA19037	LWK	AFR
1000g	NA12347	CEU	EUR
1000g	NA12400	CEU	EUR
1000g	NA19056	JPT	EAS
1000g	NA19063	JPT	EAS
1000g	NA12739	CEU	EUR
1000g	NA19068	JPT	EAS
1000g	NA12753	CEU	EUR
1000g	NA19070	JPT	EAS
1000g	NA12760	CEU	EUR
1000g	NA19075	JPT	EAS
1000g	NA12777	CEU	EUR
1000g	NA19082	JPT	EAS
1000g	NA12828	CEU	EUR
1000g	NA19087	JPT	EAS
1000g	NA12830	CEU	EUR
1000g	NA19094	YRI	AFR
1000g	NA12842	CEU	EUR
1000g	NA19099	YRI	AFR
1000g	NA12873	CEU	EUR
1000g	NA19222	YRI	AFR
1000g	NA19026	LWK	AFR
1000g	NA19239	YRI	AFR
1000g	NA19038	LWK	AFR
1000g	NA19258	YRI	AFR
1000g	NA19057	JPT	EAS
1000g	NA19309	LWK	AFR
1000g	NA19064	JPT	EAS
1000g	NA19076	JPT	EAS
1000g	NA19316	LWK	AFR
1000g	NA19083	JPT	EAS
1000g	NA19323	LWK	AFR
1000g	NA19088	JPT	EAS
1000g	NA19328	LWK	AFR
1000g	NA19090	JPT	EAS
1000g	NA19347	LWK	AFR
1000g	NA19095	YRI	AFR
1000g	NA18749	CHB	EAS
1000g	NA19378	LWK	AFR
1000g	NA18852	YRI	AFR
1000g	NA19380	LWK	AFR
1000g	NA18857	YRI	AFR
1000g	NA19385	LWK	AFR
1000g	NA18864	YRI	AFR
1000g	NA19397	LWK	AFR
1000g	NA18869	YRI	AFR
1000g	NA19429	LWK	AFR
1000g	NA18871	YRI	AFR
1000g	NA19431	LWK	AFR
1000g	NA18876	YRI	AFR
1000g	NA19436	LWK	AFR
1000g	NA18972	JPT	EAS
1000g	NA19443	LWK	AFR
1000g	NA18977	JPT	EAS
1000g	NA19448	LWK	AFR
1000g	NA18984	JPT	EAS
1000g	NA18907	YRI	AFR
1000g	NA18989	JPT	EAS
1000g	NA18914	YRI	AFR
1000g	NA18991	JPT	EAS
1000g	NA18933	YRI	AFR
1000g	NA19002	JPT	EAS
1000g	NA18940	JPT	EAS
1000g	NA19007	JPT	EAS
1000g	NA18945	JPT	EAS
1000g	NA19019	LWK	AFR
1000g	NA18952	JPT	EAS
1000g	NA19153	YRI	AFR
1000g	NA18957	JPT	EAS
1000g	NA19160	YRI	AFR
1000g	NA18964	JPT	EAS
1000g	NA19172	YRI	AFR
1000g	NA18969	JPT	EAS
1000g	NA19177	YRI	AFR
1000g	NA18971	JPT	EAS
1000g	NA19184	YRI	AFR
1000g	NA18976	JPT	EAS
1000g	NA19189	YRI	AFR
1000g	NA18983	JPT	EAS
1000g	NA19191	YRI	AFR
1000g	NA18988	JPT	EAS
1000g	NA18990	JPT	EAS
1000g	NA19204	YRI	AFR
1000g	NA18995	JPT	EAS
1000g	NA19209	YRI	AFR
1000g	NA19001	JPT	EAS
1000g	NA19211	YRI	AFR
1000g	NA19006	JPT	EAS
1000g	NA19350	LWK	AFR
1000g	NA19020	LWK	AFR
1000g	NA19355	LWK	AFR
1000g	NA19025	LWK	AFR
1000g	NA19374	LWK	AFR
1000g	NA19152	YRI	AFR
1000g	NA19379	LWK	AFR
1000g	NA19171	YRI	AFR
1000g	NA19176	YRI	AFR
1000g	NA19393	LWK	AFR
1000g	NA19190	YRI	AFR
1000g	NA19401	LWK	AFR
1000g	NA19203	YRI	AFR
1000g	NA19208	YRI	AFR
1000g	NA19437	LWK	AFR
1000g	NA19210	YRI	AFR
1000g	NA19215	YRI	AFR
1000g	NA19449	LWK	AFR
1000g	NA19455	LWK	AFR
1000g	NA19451	LWK	AFR
1000g	NA19462	LWK	AFR
1000g	NA19456	LWK	AFR
1000g	NA19467	LWK	AFR
1000g	NA19463	LWK	AFR
1000g	NA19474	LWK	AFR
1000g	NA19468	LWK	AFR
1000g	NA19652	MXL	AMR
