ID	Assembly_ID	Diversity Set: 447	Selection Set: 369	Population group in Selection analyses	See KING_relatives_allchr if not 0	Sex	Y chr haplogroup	Population	location	Country_of_origin	Continent_region_of_origin	Subregion	Language group	comment	x (rounded for privacy reasons)	y (rounded for privacy reasons)	sample_type	CG_metrics	Unusual_metrics_Junctions	Unusual_metrics_MEIs	Unusual_metrics_SVs	Unusual_metrics_RepeatRegionSNPs	Unusual_metrics_CNVs	publication	dbSNP_version	CG-software version	CG-software format version	ID_chipdata	ID_chipdata_from_data	ID_chipdata_chip_duplicate or pedigree ID for estonians	CG_Sample_ID	Deliverable_ID	Assembly_ID	diversity and selection	approximate #  makers on chip	Illumina bead chip version
Shor1	GS000022438-ASM	1	1	S Siberia & Mongolia	0	male	N3b	Shor	"Kemerovskaya oblast, Tashtagol"	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Yenisei	"Russia, Kemerovskaya oblast, Tashtagol"	52.8	87.9	blood	normal						this study	137	2.4.0.43	2.4	Shor25B	Shor25B		GS02079-DNA_C01	GS000027573-DID	GS000022438-ASM	TRUE	730 000	HumanOmniExpress
Shor2	GS000034407-ASM	1	1	S Siberia & Mongolia	0	female		Shor	"Kemerovskaya oblast, Orton"	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Yenisei	"Russia, Kemerovskaya oblast, Orton"	53.2	88.4	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.43	2.4	Shor470	Shor470		GS02078-DNA_F04	GS000032390-DID	GS000034407-ASM	TRUE	730 000	HumanOmniExpress
NenetT4	GS000016161-ASM	1	1	W Siberia	0	female		Tundra-Nenets	Samburg	Russia	Siberia	West Siberia	Uralic/Samoyed	"Purovsky-rayon, YANAO (north part)"	67	78.2	blood	normal						this study	135	2.2.0.26	2.2	tunNenets_Sam065_1m	tunNenets_Sam065_1m		GS01562-DNA_G02	GS000020373-DID	GS000016161-ASM	TRUE	1 000 000	HumanOmni1-Quad
NentT2	GS000016162-ASM	1	1	W Siberia	0	male	N2a1a	Tundra-Nenets	Samburg	Russia	Siberia	West Siberia	Uralic/Samoyed	"Purovsky-rayon, YANAO (north part)"	67	78.2	blood	normal						this study	135	2.2.0.26	2.2	tunNenets_Sam163_1m	tunNenets_Sam163_1m		GS01562-DNA_H02	GS000020374-DID	GS000016162-ASM	TRUE	1 000 000	HumanOmni1-Quad
NentT1	GS000016163-ASM	1	1	W Siberia	0	male	N2a1a	Tundra-Nenets	Samburg	Russia	Siberia	West Siberia	Uralic/Samoyed	"Purovsky-rayon, YANAO (north part)"	67	78.2	blood	normal						this study	135	2.2.0.26	2.2	tunNenets_Sam749_1m	tunNenets_Sam749_1m		GS01562-DNA_A03	GS000020375-DID	GS000016163-ASM	TRUE	1 000 000	HumanOmni1-Quad
Tuva5	GS000016175-ASM	1	1	S Siberia & Mongolia	0	female		Tuvinians	Tuva_republic_Barun-Khemchiksky	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Sayan		51.2	90.5	blood	normal						this study	135	2.2.0.26	2.2	tuva5_1m	tuva5_1m		GS01562-DNA_E04	GS000020387-DID	GS000016175-ASM	TRUE	1 000 000	HumanOmni1-Quad
Tuva1	GS000016968-ASM	1	1	S Siberia & Mongolia	0	male	N2a1a	Tuvinians	Tuva_republic_Ulug-Khemsky 	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Sayan		51.5	92.8	blood	normal						this study	135	2.2.0.26	2.2	GRC12124555	GRC12124555	tuva1	GS01565-DNA_A04	GS000021448-DID	GS000016968-ASM	TRUE	730 000	HumanOmniExpress
Tuva2	GS000017247-ASM	1	1	S Siberia & Mongolia	0	male	N2a1a	Tuvinians	Tuva_republic_Bay-Tayginsky	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Sayan		51.2	89.5	blood	normal						this study	135	2.2.0.26	2.2	GRC12124556	GRC12124556	tuva2	GS01565-DNA_B04	GS000021449-DID	GS000017247-ASM	TRUE	730 000	HumanOmniExpress
YakM1	GS000022076-ASM	0	1	C Siberia	0	male	N3a2	Yakuts	"Magadanskaya oblast, Seymchan"	Russia	Siberia	Central Siberia	Altaic/Turkic/Siberian/Northern	"Russia, Magadanskaya oblast, Seymchan"	62.9	152.4	blood	Unusal_metrics	1	1	1	1	0	this study	137	2.4.0.43	2.4	Yak131	Yak131		GS02078-DNA_G02	GS000032375-DID	GS000022076-ASM	TRUE	730 000	HumanOmniExpress
Asur1	GS000016805-ASM	1	1	South Asia	0	male	H1a	Asur		India	South_Asia	India_Austro-Asiatic	Austroasiatic/Munda/North-Munda/Kherwarian		23.7	85.3	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_C02	GS000021434-DID	GS000016805-ASM	TRUE		
Balija1	GS000035123-ASM	1	1	South Asia	0	male	H1b	Balija	Ananthpur	India	South_Asia	South_India	Dravidian/Southern/Telugu-Kui/Telugu	Middle-caste	14.7	77.6	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_G08	GS000035504-DID	GS000035123-ASM	TRUE		
Beng1	GS000016964-ASM	1	1	South Asia	0	female		Bengali		India	South_Asia	East_India	Indo-European/Indo-Iranian/Indo-Aryan/Eastern		22.8	88	blood	normal						this study	135	2.2.0.26	2.2	Bengali1	Bengali1		GS01565-DNA_D03	GS000021443-DID	GS000016964-ASM	TRUE	650 000	HumanHap650Yv3_A
Beng2	GS000016801-ASM	1	1	South Asia	0	male	R1a2b	Bengali		India	South_Asia	East_India	Indo-European/Indo-Iranian/Indo-Aryan/Eastern		22.9	88.3	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_G01	GS000021430-DID	GS000016801-ASM	TRUE		
Brahm1	GS000016809-ASM	1	1	South Asia	0	male	R2a	Brahmin		India	South_Asia	Central_India	Indo-European/Indo-Iranian/Indo-Aryan/Central		25.3	83.1	blood	normal						this study	135	2.2.0.26	2.2	evo_9	evo_9		GS01565-DNA_A03	GS000021440-DID	GS000016809-ASM	TRUE	650 000	HumanHap650Yv3_A
Brahm2	GS000016807-ASM	1	1	South Asia	0	male	R2a	Brahmin		India	South_Asia	Central_India	Indo-European/Indo-Iranian/Indo-Aryan/Central		25.7	82.9	blood	normal						this study	135	2.2.0.26	2.2	GyanDP1	GyanDP1		GS01565-DNA_G02	GS000021438-DID	GS000016807-ASM	TRUE	730 000	HumanOmniExpress
NepBr1	GS000035038-ASM	1	1	South Asia	0	male	Q1d	Brahmin	Pokhara	Nepal	South_Asia	Nepal	Indo-European/Indo-Iranian/Indo-Aryan/Northern		28.2	84	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_C04	GS000035468-DID	GS000035038-ASM	TRUE		
Bangl1	GS000035034-ASM	1	1	South Asia	0	male	H1a	Dhaka-mixed-popul	Dhaka	Bangladesh	South_Asia	Bangladesh	Indo-European/Indo-Iranian/Indo-Aryan/Eastern		23.7	90.4	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_G03	GS000035464-DID	GS000035034-ASM	TRUE		
Bangl2	GS000035035-ASM	1	1	South Asia	0	male	H1b	Dhaka-mixed-popul	Dhaka	Bangladesh	South_Asia	Bangladesh	Indo-European/Indo-Iranian/Indo-Aryan/Eastern		23.7	90.4	blood	normal						this study	137	2.4.0.43	2.4	Bangl_B5	Bangl_B5		GS01548-DNA_H03	GS000035465-DID	GS000035035-ASM	TRUE	730 000	HumanOmniExpress
Bangl3	GS000035036-ASM	1	1	South Asia	0	female		Dhaka-mixed-popul	Dhaka	Bangladesh	South_Asia	Bangladesh	Indo-European/Indo-Iranian/Indo-Aryan/Eastern		23.7	90.4	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_A04	GS000035466-DID	GS000035036-ASM	TRUE		
Gond1	GS000016803-ASM	1	1	South Asia	0	male	O2a2	Gond		India	South_Asia	Central_India	Dravidian/Southern/Telugu-Kui/Gondi-Kui		22.2	79.9	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_A02	GS000021432-DID	GS000016803-ASM	TRUE		
GIH_3	NA20847-200-37-ASM	1	1	South Asia	0	female		Gujaratis		India	South_Asia	West_India	Indo-European/Indo-Iranian/Indo-Aryan/Western	Gujarati_Indian_in_Houston_Texas_USA	23.5	72.8	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA20847	NA20847				NA20847-200-37-ASM	TRUE		Hapmap data
GIH_1	NA20845-200-37-ASM	1	1	South Asia	0	male	R2a	Gujaratis		India	South_Asia	West_India	Indo-European/Indo-Iranian/Indo-Aryan/Western	Gujarati_Indian_in_Houston_Texas_USA	23.5	72.8	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA20845	NA20845				NA20845-200-37-ASM	TRUE		Hapmap data
GIH_2	NA20846-200-37-ASM	1	1	South Asia	0	male	R1a2b	Gujaratis		India	South_Asia	West_India	Indo-European/Indo-Iranian/Indo-Aryan/Western	Gujarati_Indian_in_Houston_Texas_USA	23.5	72.8	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA20846	NA20846				NA20846-200-37-ASM	TRUE		Hapmap data
GIH_4	NA20850-200-37-ASM	1	1	South Asia	0	male	R1a2b	Gujaratis		India	South_Asia	West_India	Indo-European/Indo-Iranian/Indo-Aryan/Western	Gujarati_Indian_in_Houston_Texas_USA	23.5	72.8	NA	No info						Drmanac et al 2010	132	2.0.0.26	2	NA20850	NA20850				NA20850-200-37-ASM	TRUE		Hapmap data
Gupta1	GS000016799-ASM	1	1	South Asia	0	male	R1a2b	Gupta		India	South_Asia	Central_India	Indo-European/Indo-Iranian/Indo-Aryan/Central		25.5	82.9	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_E01	GS000021428-DID	GS000016799-ASM	TRUE		
Ho1	GS000016804-ASM	1	1	South Asia	0	male	O2a2	Ho		India	South_Asia	India_Austro-Asiatic	Austroasiatic/Munda/North-Munda/Kherwarian		24.1	84.2	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_B02	GS000021433-DID	GS000016804-ASM	TRUE		
Kapu1	GS000016802-ASM	1	1	South Asia	0	male	J2a7	Kapu		India	South_Asia	South_India	Dravidian/Southern/Telugu-Kui/Telugu		17.7	83.2	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_H01	GS000021431-DID	GS000016802-ASM	TRUE		
Kol1	GS000016821-ASM	1	1	South Asia	0	male	H1a	Kol		India	South_Asia	Central_India	Indo-European/Indo-Iranian/Indo-Aryan/Central		24.5	83.2	blood	normal						this study	135	2.2.0.26	2.2	290	290		GS01565-DNA_D02	GS000021435-DID	GS000016821-ASM	TRUE	650 000	HumanHap650Yv3_A
Khsat1	GS000035039-ASM	1	1	South Asia	0	male	H1a	Kshatriya	Jaunpur	India	South_Asia	Central_India	Indo-European/Indo-Iranian/Indo-Aryan/Central		25.7	82.7	blood	normal						this study	137	2.4.0.43	2.4	GyanAK1	GyanAK1		GS01548-DNA_D04	GS000035469-DID	GS000035039-ASM	TRUE	730 000	HumanOmniExpress
Kurmi1	GS000016966-ASM	1	1	South Asia	0	male	R1a2b	Kurmi		India	South_Asia	Central_India	Indo-European/Indo-Iranian/Indo-Aryan/Central		25.2	83	blood	normal						this study	135	2.2.0.26	2.2	evo_10	evo_10		GS01565-DNA_G03	GS000021446-DID	GS000016966-ASM	TRUE	650 000	HumanHap650Yv3_A
MPlc1	GS000017146-ASM	1	1	South Asia	0	male	C5a	Madhya-Pradesh		India	South_Asia	Central_India	Indo-European/Indo-Iranian/Indo-Aryan/Southern	Low-caste	23.3	77.1	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_F02	GS000021437-DID	GS000017146-ASM	TRUE		
Mal1	GS000016806-ASM	1	1	South Asia	0	male	H3	Malayan		India	South_Asia	South_India	Dravidian/Southern/Tamil-Tulu/Tamil-Kannada		10.4	76.7	blood	normal						this study	135	2.2.0.26	2.2	MLYA383	MLYA383		GS01565-DNA_E02	GS000021436-DID	GS000016806-ASM	TRUE	610 000	Human610-Quad v 1.0
Raj1	GS000035122-ASM	1	1	South Asia	0	female		Marwadi	Jodhpur	India	South_Asia	Northwest_India	Indo-European/Indo-Iranian/Indo-Aryan/Western	Middle-caste	26.3	73	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_F08	GS000035503-DID	GS000035122-ASM	TRUE		
OrMc1	GS000016808-ASM	1	1	South Asia	0	male	R1a2b	Orissa		India	South_Asia	Central_India	Indo-European/Indo-Iranian/Indo-Aryan/Eastern	Middle-caste	20.5	85.9	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_H02	GS000021439-DID	GS000016808-ASM	TRUE		
PuMc1	GS000016965-ASM	1	1	South Asia	0	male	H1b	Punjab		India	South_Asia	North_India	Indo-European/Indo-Iranian/Indo-Aryan/Central	Middle-caste	17	75.9	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_F03	GS000021445-DID	GS000016965-ASM	TRUE		
Santh1	GS000016800-ASM	1	1	South Asia	0	male	R2a	Santhal		India	South_Asia	India_Austro-Asiatic	Austroasiatic/Munda/North-Munda/Kherwarian		22.8	85.7	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_F01	GS000021429-DID	GS000016800-ASM	TRUE		
NplTA1	GS000035037-ASM	1	0		0	male	D1	Tamang	Dharan	Nepal	South_Asia	Nepal	Indo-European/Indo-Iranian/Indo-Aryan/Northern		26.8	87.3	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_B04	GS000035467-DID	GS000035037-ASM	TRUE		
Thak1	GS000016798-ASM	1	1	South Asia	0	male	R2a	Thakur		India	South_Asia	Central_India	Indo-European/Indo-Iranian/Indo-Aryan/Central		27	77.2	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01565-DNA_D01	GS000021427-DID	GS000016798-ASM	TRUE		
Aeta1	GS000035249-ASM	1	1	Island SEA	0	male	S3a1	Aeta		Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine		17.6	121	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_G01	GS000036478-DID	GS000035249-ASM	TRUE		
Aeta2	GS000035250-ASM	1	1	Island SEA	0	male	S3a1	Aeta		Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine		17.6	121	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_H01	GS000036479-DID	GS000035250-ASM	TRUE		
Aeta3	GS000035257-ASM	1	1	Island SEA	0	male	C7b1	Aeta		Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine		17.6	121	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_G02	GS000036486-DID	GS000035257-ASM	TRUE		
Agta2	GS000035435-ASM	1	1	Island SEA	0	male	O1b	Agta		Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine		17.8	121.2	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_D01	GS000036475-DID	GS000035435-ASM	TRUE		
Agta1	GS000035392-ASM	1	1	Island SEA	0	male	P2	Agta		Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	 3rd degree relative with Ag-050	17.8	121.2	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_E01	GS000036476-DID	GS000035392-ASM	TRUE		
Agta3	GS000035248-ASM	1	1	Island SEA	0	male	O1a	Agta		Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	3rd degree relative with Ag-006	17.8	121.2	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_F01	GS000036477-DID	GS000035248-ASM	TRUE		
Bajo2	GS000017004-ASM	1	1	Island SEA	0	male	C2a1a	Bajo	Kendari_SW_Sulawesi	Indonesia	"Southeast Asia, Island"	Sulawesi	Austronesian/Malayo-Polynesian/Sama–Bajaw	Sea nomads	-4	122.6	saliva	normal						this study	135	2.2.0.26	2.2	Bajo2KN	Bajo2KN		GS01559-DNA_A01	GS000021402-DID	GS000017004-ASM	TRUE	730 000	HumanOmniExpress
Bajo17	GS000016941-ASM	1	1	Island SEA	0	male	S1	Bajo	Kendari_SW_Sulawesi	Indonesia	"Southeast Asia, Island"	Sulawesi	Austronesian/Malayo-Polynesian/Sama–Bajaw	Sea nomads	-4	122.6	saliva	normal						this study	135	2.2.0.26	2.2	Bajo17KN	Bajo17KN		GS01559-DNA_B01	GS000021403-DID	GS000016941-ASM	TRUE	730 000	HumanOmniExpress
Bajo19	GS000017005-ASM	1	1	Island SEA	0	male	C2	Bajo	Kendari_SW_Sulawesi	Indonesia	"Southeast Asia, Island"	Sulawesi	Austronesian/Malayo-Polynesian/Sama–Bajaw	Sea nomads	-4	122.6	saliva	normal						this study	135	2.2.0.26	2.2	Bajo19KN	Bajo19KN		GS01559-DNA_C01	GS000021404-DID	GS000017005-ASM	TRUE	730 000	HumanOmniExpress
Bajo21	GS000017006-ASM	1	1	Island SEA	0	male	O3i	Bajo	Kendari_SW_Sulawesi	Indonesia	"Southeast Asia, Island"	Sulawesi	Austronesian/Malayo-Polynesian/Sama–Bajaw	Sea nomads	-4	122.6	saliva	normal						this study	135	2.2.0.26	2.2	Bajo21KN	Bajo21KN		GS01559-DNA_D01	GS000021405-DID	GS000017006-ASM	TRUE	730 000	HumanOmniExpress
Batak1	GS000035251-ASM	1	1	Island SEA	0	male	O1c	Batak		Philippines	"Southeast Asia, Island"	Palawan	Austronesian/Malayo-Polynesian/Philippine		10.5	119.5	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_A02	GS000036480-DID	GS000035251-ASM	TRUE		
Batak2	GS000035252-ASM	1	1	Island SEA	0	male	O1c	Batak		Philippines	"Southeast Asia, Island"	Palawan	Austronesian/Malayo-Polynesian/Philippine		10.5	119.5	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_B02	GS000036481-DID	GS000035252-ASM	TRUE		
Batak3	GS000035253-ASM	1	1	Island SEA	0	male	O3i	Batak		Philippines	"Southeast Asia, Island"	Palawan	Austronesian/Malayo-Polynesian/Philippine		10.5	119.5	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_C02	GS000036482-DID	GS000035253-ASM	TRUE		
Dusun10	GS000019954-ASM	1	1	Island SEA	0	female		Dusun	Bebuloh	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.7	114.8	saliva	normal						this study	137	2.4.0.37	2.4	Dusun10	Dusun10		GS02084-DNA_A05	GS000027489-DID	GS000019954-ASM	TRUE	730 000	HumanOmniExpress
Dusun7	GS000019953-ASM	1	1	Island SEA	0	male	O2a2	Dusun	Tutong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.8	114.6	saliva	normal						this study	137	2.4.0.37	2.4	Dusun7	Dusun7		GS02084-DNA_G04	GS000027487-DID	GS000019953-ASM	TRUE	730 000	HumanOmniExpress
Dusun5	GS000019952-ASM	1	1	Island SEA	0	female		Dusun	Tutong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.8	114.6	saliva	normal						this study	137	2.4.0.37	2.4	Dusun5	Dusun5		GS02084-DNA_F04	GS000027486-DID	GS000019952-ASM	TRUE	730 000	HumanOmniExpress
Dusun14	GS000019980-ASM	1	1	Island SEA	0	female		Dusun	"Ukong, Tutong"	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.7	114.6	saliva	normal						this study	137	2.4.0.37	2.4	Dusun14	Dusun14		GS02084-DNA_D05	GS000027492-DID	GS000019980-ASM	TRUE	730 000	HumanOmniExpress
Dusun12	GS000019979-ASM	1	1	Island SEA	0	male	O2a2	Dusun	"Kg Bukit, Tutong"	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.8	114.8	saliva	normal						this study	137	2.4.0.37	2.4	Dusun12	Dusun12		GS02084-DNA_C05	GS000027491-DID	GS000019979-ASM	TRUE	730 000	HumanOmniExpress
Dusun11	GS000019978-ASM	1	1	Island SEA	0	female		Dusun	"Kg Bukit, Tutong"	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.8	114.8	saliva	normal						this study	137	2.4.0.37	2.4	Dusun11	Dusun11		GS02084-DNA_B05	GS000027490-DID	GS000019978-ASM	TRUE	730 000	HumanOmniExpress
Dusun8	GS000020271-ASM	1	1	Island SEA	0	male	C9	Dusun	Tutong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.8	114.6	saliva	normal						this study	137	2.4.0.37	2.4	Dusun8	Dusun8		GS02084-DNA_H04	GS000027488-DID	GS000020271-ASM	TRUE	730 000	HumanOmniExpress
Dusun4	GS000021582-ASM	1	1	Island SEA	0	female		Dusun	Tutong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.8	114.6	saliva	normal						this study	137	2.4.0.43	2.4	Dusun4	Dusun4		GS02084-DNA_E04	GS000027485-DID	GS000021582-ASM	TRUE	730 000	HumanOmniExpress
Igorot6	GS000019965-ASM	1	1	Island SEA	0	female		Igorot	"Mountain Province, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	17.1	121	saliva	normal						this study	137	2.4.0.37	2.4	Igorot6	Igorot6		GS02084-DNA_G02	GS000027471-DID	GS000019965-ASM	TRUE	730 000	HumanOmniExpress
Igrt1	GS000019966-ASM	1	1	Island SEA	0	male	O3e	Igorot	"Mountain Province, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	17.1	121	saliva	normal						this study	137	2.4.0.37	2.4	Igorot23	Igorot23		GS02084-DNA_H02	GS000027472-DID	GS000019966-ASM	TRUE	730 000	HumanOmniExpress
Igorot5	GS000019909-ASM	1	1	Island SEA	0	female		Igorot	"Mountain Province, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	17.1	121	saliva	normal						this study	137	2.4.0.37	2.4	Igorot5	Igorot5		GS02084-DNA_C02	GS000027467-DID	GS000019909-ASM	TRUE	730 000	HumanOmniExpress
Igorot3	GS000019907-ASM	1	1	Island SEA	0	female		Igorot	"Mountain Province, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	17.1	121	saliva	normal						this study	137	2.4.0.37	2.4	Igorot3	Igorot3		GS02084-DNA_A02	GS000027465-DID	GS000019907-ASM	TRUE	730 000	HumanOmniExpress
Igorot4	GS000019908-ASM	1	1	Island SEA	0	female		Igorot	"Mountain Province, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	17.1	121	saliva	normal						this study	137	2.4.0.37	2.4	Igorot4	Igorot4		GS02084-DNA_B02	GS000027466-DID	GS000019908-ASM	TRUE	730 000	HumanOmniExpress
Igrt2	GS000019963-ASM	1	1	Island SEA	0	female		Igorot	"Mountain Province, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	17.1	121	saliva	normal						this study	137	2.4.0.37	2.4	Igorot13	Igorot13		GS02084-DNA_E02	GS000027469-DID	GS000019963-ASM	TRUE	730 000	HumanOmniExpress
Igrt3	GS000019964-ASM	1	1	Island SEA	0	female		Igorot	"Mountain Province, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	17.1	121	saliva	normal						this study	137	2.4.0.37	2.4	Igorot17	Igorot17		GS02084-DNA_F02	GS000027470-DID	GS000019964-ASM	TRUE	730 000	HumanOmniExpress
Igrt4	GS000020253-ASM	1	1	Island SEA	0	female		Igorot	"La Union, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	16.6	120.3	saliva	normal						this study	137	2.4.0.37	2.4	Igorot10	Igorot10		GS02084-DNA_D02	GS000027468-DID	GS000020253-ASM	TRUE	730 000	HumanOmniExpress
Lebb1	GS000017007-ASM	1	1	Island SEA	0	male	O2a2	Lebbo	Merabu_Kelay_Berau	Indonesia	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		1.7	117.2	saliva	normal						this study	135	2.2.0.26	2.2	lebbo10	lebbo10		GS01559-DNA_E01	GS000021406-DID	GS000017007-ASM	TRUE	730 000	HumanOmniExpress
Lebb2	GS000016935-ASM	1	1	Island SEA	0	male	S2	Lebbo	Merabu_Kelay_Berau	Indonesia	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		1.7	117.2	saliva	normal						this study	135	2.2.0.26	2.2	lebbo11	lebbo11		GS01559-DNA_F01	GS000021407-DID	GS000016935-ASM	TRUE	730 000	HumanOmniExpress
Lebb3	GS000016936-ASM	1	1	Island SEA	0	male	C7a	Lebbo	Merabu_Kelay_Berau	Indonesia	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		1.7	117.2	saliva	normal						this study	135	2.2.0.26	2.2	lebbo13	lebbo13		GS01559-DNA_G01	GS000021408-DID	GS000016936-ASM	TRUE	730 000	HumanOmniExpress
Lebb4	GS000016937-ASM	1	1	Island SEA	0	male	C7a	Lebbo	Merabu_Kelay_Berau	Indonesia	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		1.7	117.2	saliva	normal						this study	135	2.2.0.26	2.2	lebbo17	lebbo17		GS01559-DNA_H01	GS000021409-DID	GS000016937-ASM	TRUE	730 000	HumanOmniExpress
Luz2	GS000019967-ASM	1	1	Island SEA	0	female		Luzon	"Manila, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	14.6	121	saliva	normal						this study	137	2.4.0.37	2.4	Luz2	Luz2		GS02084-DNA_A03	GS000027473-DID	GS000019967-ASM	TRUE	730 000	HumanOmniExpress
Luz6	GS000019968-ASM	1	1	Island SEA	0	female		Luzon	"Olongapo City, Zambales, Luzon Island, Philippines"	Philippines	"Southeast Asia, Island"	Luzon	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	14.9	120.3	saliva	normal						this study	137	2.4.0.37	2.4	Luz6	Luz6		GS02084-DNA_B03	GS000027474-DID	GS000019968-ASM	TRUE	730 000	HumanOmniExpress
