sample	library	sample_accession	source	library_type	population	latitude	longitude	region	sex	coverage	freemix	capmq	insert_size_average	array_non_reference_discordance	library_alias_ENA
HGDP01336	HGDP01336.15319830	ERS474227	sanger	PCRfree	She	27	119	EAST_ASIA	F	35.91	0.0109	20	439.8	0.047042	NA
HGDP01337	HGDP01337.15319781	ERS474209	sanger	PCRfree	Naxi	26	100	EAST_ASIA	M	31.99	0.00794	21	417.6	0.055042	NA
HGDP01338	HGDP01338.LP6005443-DNA_E09	ERS1255103	sgdp	PCRfree	Naxi	26	100	EAST_ASIA	M	41.23	0.00029	35	290.3	0.036663	NA
HGDP01339	HGDP01339.15947665	ERS813230	sanger	PCRfree	Naxi	26	100	EAST_ASIA	M	32.31	0.00687	22	427.5	0.057306	NA
HGDP01340	HGDP01340.15319793	ERS474212	sanger	PCRfree	Naxi	26	100	EAST_ASIA	M	31.12	0.00794	21	418.6	0.057833	NA
HGDP01341	HGDP01341.15319805	ERS474213	sanger	PCRfree	Naxi	26	100	EAST_ASIA	M	32.33	0.00901	20	437.4	0.05662	NA
HGDP01342	HGDP01342.15319817	ERS474214	sanger	PCRfree	Naxi	26	100	EAST_ASIA	M	34.2	0.00884	21	422	0.047857	NA
HGDP01345	HGDP01345.LP6005441-DNA_B09	ERS1042180	sgdp	PCRfree	Naxi	26	100	EAST_ASIA	F	42.13	0.00019	37	316.4	0.026272	NA
HGDP01346	HGDP01346.15319829	ERS474217	sanger	PCRfree	Naxi	26	100	EAST_ASIA	F	35.28	0.01077	20	437.9	0.047627	NA
HGDP01347	HGDP01347.15319868	ERS474258	sanger	PCRfree	Tu	36	101	EAST_ASIA	M	30.5	0.01487	20	420	0.111948	NA
HGDP01348	HGDP01348.15319785	ERS474259	sanger	PCRfree	Tu	36	101	EAST_ASIA	M	34.24	0.00694	22	420	0.049406	NA
HGDP01349	HGDP01349.15319797	ERS474260	sanger	PCRfree	Tu	36	101	EAST_ASIA	M	35.04	0.00683	22	426.7	0.047852	NA
HGDP01350	HGDP01350.LP6005443-DNA_H01	ERS1255122	sgdp	PCRfree	Tu	36	101	EAST_ASIA	M	51.62	0.00045	33	306.5	0.03196	NA
HGDP01351	HGDP01351.15319809	ERS474262	sanger	PCRfree	Tu	36	101	EAST_ASIA	M	32.74	0.00912	20	428.6	0.051871	NA
HGDP01352	HGDP01352.15319821	ERS474263	sanger	PCRfree	Tu	36	101	EAST_ASIA	M	34.61	0.00836	21	432.8	0.051807	NA
HGDP01353	HGDP01353.15319833	ERS474264	sanger	PCRfree	Tu	36	101	EAST_ASIA	M	37.46	0.0099	20	429.6	0.04833	NA
HGDP01354	HGDP01354.15319845	ERS474265	sanger	PCRfree	Tu	36	101	EAST_ASIA	F	36.33	0.00863	21	431.4	0.042174	NA
HGDP01355	HGDP01355.LP6005441-DNA_D12	ERS1042173	sgdp	PCRfree	Tu	36	101	EAST_ASIA	F	38.06	0.00144	28	319.1	0.03626	NA
HGDP01356	HGDP01356.15319857	ERS474267	sanger	PCRfree	Tu	36	101	EAST_ASIA	F	32.86	0.00797	21	422.4	0.038722	NA
HGDP01357	HGDP01357.15665888	ERS474651	sanger	PCRfree	Basque	43	0	EUROPE	M	34.85	0.0083	21	425.2	0.051959	NA
HGDP01358	HGDP01358.15665900	ERS474652	sanger	PCRfree	Basque	43	0	EUROPE	M	36.59	0.00899	20	441.8	0.045611	NA
HGDP01359	HGDP01359.15665913	ERS474653	sanger	PCRfree	Basque	43	0	EUROPE	M	38.71	0.0114	20	444.4	0.044782	NA
HGDP01360	HGDP01360.15665925	ERS474654	sanger	PCRfree	Basque	43	0	EUROPE	M	38.33	0.00966	20	437.3	0.049457	NA
HGDP01361	HGDP01361.15665939	ERS474655	sanger	PCRfree	Basque	43	0	EUROPE	M	35.82	0.00958	20	427.7	0.046934	NA
HGDP01362	HGDP01362.15665961	ERS474656	sanger	PCRfree	Basque	43	0	EUROPE	M	33.32	0.01173	20	432.5	0.062295	NA
HGDP01363	HGDP01363.15665987	ERS474657	sanger	PCRfree	Basque	43	0	EUROPE	F	34.96	0.01482	20	427.4	0.054235	NA
HGDP01364	HGDP01364.LP6005441-DNA_C02	ERS1042147	sgdp	PCRfree	Basque	43	0	EUROPE	M	41.71	0.00064	31	297.9	0.026819	NA
HGDP01365	HGDP01365.LP6005441-DNA_D02	ERS1042148	sgdp	PCRfree	Basque	43	0	EUROPE	F	37.71	0.00021	36	303.8	0.032257	NA
HGDP01366	HGDP01366.15678058	ERS474660	sanger	PCRfree	Basque	43	0	EUROPE	F	37.84	0.00664	22	426.1	0.043388	NA
HGDP01367	HGDP01367.15678070	ERS474661	sanger	PCRfree	Basque	43	0	EUROPE	F	30.11	0.01109	20	436.3	0.057797	NA
HGDP01368	HGDP01368.15678082	ERS474662	sanger	PCRfree	Basque	43	0	EUROPE	F	38.42	0.00802	21	432.5	0.267078	NA
HGDP01369	HGDP01369.15678094	ERS474663	sanger	PCRfree	Basque	43	0	EUROPE	F	36.36	0.00841	21	433.8	0.042538	NA
HGDP01370	HGDP01370.15678106	ERS474664	sanger	PCRfree	Basque	43	0	EUROPE	M	36.29	0.00848	21	433.6	0.047816	NA
HGDP01372	HGDP01372.15678130	ERS474666	sanger	PCRfree	Basque	43	0	EUROPE	M	37.04	0.00923	20	427.8	0.049381	NA
HGDP01373	HGDP01373.15678142	ERS474667	sanger	PCRfree	Basque	43	0	EUROPE	F	28.88	0.01143	20	422.5	0.066577	NA
HGDP01374	HGDP01374.15678059	ERS474668	sanger	PCRfree	Basque	43	0	EUROPE	M	30.17	0.00763	21	422.9	0.065845	NA
HGDP01375	HGDP01375.15678071	ERS474669	sanger	PCRfree	Basque	43	0	EUROPE	M	37.96	0.0101	20	435.4	0.04859	NA
HGDP01376	HGDP01376.15678083	ERS474670	sanger	PCRfree	Basque	43	0	EUROPE	M	37.66	0.00609	22	439.6	0.042362	NA
HGDP01377	HGDP01377.15678095	ERS474671	sanger	PCRfree	Basque	43	0	EUROPE	M	37.21	0.00931	20	442.8	0.049035	NA
HGDP01378	HGDP01378.15678107	ERS474672	sanger	PCRfree	Basque	43	0	EUROPE	M	34	0.01035	20	435.2	0.052579	NA
HGDP01379	HGDP01379.15678119	ERS474673	sanger	PCRfree	Basque	43	0	EUROPE	M	34.84	0.00727	21	424	0.055209	NA
HGDP01380	HGDP01380.15678131	ERS474674	sanger	PCRfree	Basque	43	0	EUROPE	F	36.53	0.02044	20	437.9	0.082771	NA
HGDP01382	HGDP01382.15665969	ERS474582	sanger	PCRfree	Adygei	44	39	EUROPE	F	34.32	0.01216	20	442.5	0.098101	NA
HGDP01383	HGDP01383.11575275	ERS474583	sanger	PCR	Adygei	44	39	EUROPE	M	33.08	0.00036	34	366.6	0.045849	11318153
HGDP01384	HGDP01384.15665869	ERS474584	sanger	PCRfree	Adygei	44	39	EUROPE	F	31.49	0.01145	20	425.8	0.05598	NA
HGDP01385	HGDP01385.11575287	ERS474585	sanger	PCR	Adygei	44	39	EUROPE	M	34.44	0.00024	36	381.4	0.043763	11318154
HGDP01386	HGDP01386.15665881	ERS474586	sanger	PCRfree	Adygei	44	39	EUROPE	F	34.66	0.01012	20	441.9	0.049672	NA
HGDP01387	HGDP01387.15665893	ERS474587	sanger	PCRfree	Adygei	44	39	EUROPE	F	35.57	0.01453	20	440.5	0.057146	NA
HGDP01388	HGDP01388.15665905	ERS474588	sanger	PCRfree	Adygei	44	39	EUROPE	F	28.06	0.0154	20	432.1	0.112486	NA
HGDP01396	HGDP01396.11575299	ERS474589	sanger	PCR	Adygei	44	39	EUROPE	M	31.58	0.00031	35	470.7	0.04372	11318155
HGDP01397	HGDP01397.15665918	ERS474590	sanger	PCRfree	Adygei	44	39	EUROPE	M	37.49	0.01009	20	436.6	0.049307	NA
HGDP01398	HGDP01398.15665930	ERS474591	sanger	PCRfree	Adygei	44	39	EUROPE	F	35.73	0.01716	20	438.1	0.071001	NA
HGDP01399	HGDP01399.15665946	ERS474592	sanger	PCRfree	Adygei	44	39	EUROPE	F	35	0.01233	20	439.7	0.050961	NA
HGDP01400	HGDP01400.15665972	ERS474593	sanger	PCRfree	Adygei	44	39	EUROPE	F	34.03	0.01378	20	446.9	0.072456	NA
HGDP01401	HGDP01401.LP6005441-DNA_B01	ERS1042144	sgdp	PCRfree	Adygei	44	39	EUROPE	F	34.83	0.00026	35	289.3	0.037796	NA
HGDP01402	HGDP01402.LP6005441-DNA_A01	ERS1042143	sgdp	PCRfree	Adygei	44	39	EUROPE	M	41.6	0.00012	39	277.4	0.030546	NA
HGDP01403	HGDP01403.15665870	ERS474596	sanger	PCRfree	Adygei	44	39	EUROPE	M	34.86	0.0119	20	428.2	0.073058	NA
HGDP01404	HGDP01404.15665882	ERS474597	sanger	PCRfree	Adygei	44	39	EUROPE	M	32.5	0.01931	20	436.5	0.113348	NA
HGDP01405	HGDP01405.11144800	ERS474092	sanger	PCR	BantuKenya	-3	37	AFRICA	M	34.59	0.00041	34	490.5	0.11046	11140648
HGDP01406	HGDP01406.11144812	ERS474093	sanger	PCR	BantuKenya	-3	37	AFRICA	M	33.21	0.0004	34	483.5	0.098882	11140649
HGDP01408	HGDP01408.11144824	ERS474094	sanger	PCR	BantuKenya	-3	37	AFRICA	M	33.78	0.00115	29	512	0.10472	11140650
HGDP01411	HGDP01411.11144836	ERS474095	sanger	PCR	BantuKenya	-3	37	AFRICA	M	34.82	0.00053	33	483.5	0.094929	11140651
HGDP01412	HGDP01412.11144848	ERS474096	sanger	PCR	BantuKenya	-3	37	AFRICA	M	32.85	0.0008	31	490.2	0.109091	11140652
HGDP01414	HGDP01414.LP6005441-DNA_B02	ERS1042146	sgdp	PCRfree	BantuKenya	-3	37	AFRICA	F	37.01	0.00016	37	298.6	0.088877	NA
HGDP01415	HGDP01415.11144860	ERS474098	sanger	PCR	BantuKenya	-3	37	AFRICA	M	32.72	0.00056	33	499	0.098185	11140653
HGDP01416	HGDP01416.11144872	ERS474099	sanger	PCR	BantuKenya	-3	37	AFRICA	M	33.58	0.00048	33	515.9	0.100719	11140654
HGDP01417	HGDP01417.LP6005443-DNA_A01	ERS1255064	sgdp	PCRfree	BantuKenya	-3	37	AFRICA	M	48.35	0.00073	31	308.7	0.097724	NA
HGDP01418	HGDP01418.11144884	ERS474101	sanger	PCR	BantuKenya	-3	37	AFRICA	M	33.8	0.00132	29	477	0.102828	11140655
HGDP01419	HGDP01419.11144801	ERS474102	sanger	PCR	BantuKenya	-3	37	AFRICA	M	32.16	0.00038	34	494.3	0.100273	11140656
